San Antonio Hispanic Chamber of Commerce,SAHCC,General,,www.sahcc.org,"The San Antonio Hispanic Chamber of Commerce is the first organization of its type in the United States, having been originally chartered as the Mexican Chamber of Commerce in 1929.",,NA,"San Antonio, TX",NA,Martin Gutierrez,Director of Policy and Business Advocacy,marting@sahcc.org,NA,"Small Business, Economic Development, International Trade, Leadership Development, Education",,NO,NA,NA,NA,NA,NA,,,,Texas,NA,SAHispanicCC,https://www.facebook.com/sanantonio.hispanicchamber/,https://www.youtube.com/user/SAHispanicChamber
World Trade Center of Greater Philadelphia,WTCGP,General,,https://www.wtcphila.org/,The World Trade Center of Greater Philadelphia is the Region’s leading non-profit international trade services organization. It assist companies in the five counties of Southeastern Pennsylvania and eight counties of Southern New Jersey. It belongs to the World Trade Centers Association of over 300 World Trade Centers in more than 90 countries and serve as the Commonwealth of Pennsylvania’s Regional Export Network partner for SE Pennsylvania.,,NA,"Philadelphia, PA",info@wtcphila.org,Dale Foote,International Trade Specialist,dfoote@wtcphila.org,215-586-4231,NA,,NO,NA,NA,NA,SI,"$40,000",,,,Pennsylvania,NA,WTCPhila,https://www.facebook.com/wtcphila/,https://www.youtube.com/channel/UCLBMklOhaw8nMYvVXAa2fgQ?view_as=subscriber
Business Roundtable,BRT,,,https://www.businessroundtable.org//,https://www.businessroundtable.org/about-us,,NA,https://www.businessroundtable.org/about-us/contact,https://www.businessroundtable.org/about-us/contact,https://www.businessroundtable.org/about-us/committees/trade-international-committee,NA,NA,NA,https://www.businessroundtable.org//,,https://www.opensecrets.org/orgs/business-roundtable/totals?id=D000032202,https://www.opensecrets.org/orgs/business-roundtable/totals?id=D000032202,https://www.opensecrets.org/orgs/business-roundtable/totals?id=D000032202,https://www.opensecrets.org/orgs/business-roundtable/totals?id=D000032202,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000032202,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000032202,-,-,,NA,,https://www.businessroundtable.org/,https://www.businessroundtable.org/,https://www.businessroundtable.org/
National Association of Manufacturers,NAM,Manufacturers,,https://www.nam.org/,https://www.nam.org/about/,,https://www.nam.org/about/,https://www.nam.org/,https://www.nam.org/,NA,NA,NA,NA,https://www.nam.org/,,https://www.opensecrets.org/orgs/business-roundtable/totals?id=D000032202,https://www.opensecrets.org/orgs/national-assn-of-manufacturers/totals?id=D000054156,https://www.opensecrets.org/orgs/national-assn-of-manufacturers/totals?id=D000054156,https://www.opensecrets.org/orgs/national-assn-of-manufacturers/totals?id=D000054156,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000054156,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000054156,,,,NA,,https://www.nam.org/,https://www.nam.org/,https://www.nam.org/
U.S. Hispanic Chamber of Commerce,USHCC,General / Hispanic,,https://www.ushcc.com/,https://www.ushcc.com/about-ushcc.html,,https://www.ushcc.com/,https://www.ushcc.com/,https://www.ushcc.com/,NA,NA,NA,NA,,,https://www.opensecrets.org/orgs/us-hispanic-chamber-of-commerce/totals?id=D000058066,https://www.opensecrets.org/orgs/us-hispanic-chamber-of-commerce/totals?id=D000058066,https://www.opensecrets.org/orgs/us-hispanic-chamber-of-commerce/totals?id=D000058066,https://www.opensecrets.org/orgs/us-hispanic-chamber-of-commerce/totals?id=D000058066,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000058066,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000058066,,,,NA,,https://www.ushcc.com/,https://www.ushcc.com/,https://www.ushcc.com/
U.S. – Mexico Chamber of Commerce,USMXCC,General,,https://usmcoc.org/,https://usmcoc.org/about-us/,,NA,https://usmcoc.org/,https://usmcoc.org/,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,https://usmcoc.org/about-us/offices/offices-usa/,,https://usmcoc.org/,https://usmcoc.org/,NA
National Association of Latino State Chamber of Commerce,NASLCC,General / Latinos,,https://naoslcc.org//,,,NA,https://naoslcc.org/contact-us,NA,NA,NA,NA,NA,https://naoslcc.org/about-us,,NA,NA,NA,NA,NA,NA,,,,NA,,NA,NA,NA
Coalition of Services Industries,CSI,Servicios,,https://uscsi.org/,https://uscsi.org/members/,,NA,NA,https://uscsi.org/contact/,NA,NA,NA,NA,,,NA,NA,NA,NA,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2020&id=D000049421,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2020&id=D000049421,,,,NA,,https://uscsi.org/,https://uscsi.org/,NA
American Farm Bureau Federation,AFBF,Agricultura,,https://www.fb.org//,https://www.fb.org/about/impact,,NA,https://www.fb.org/about/impact,https://www.fb.org//,https://www.fb.org/about/directory,https://www.fb.org/about/directory,https://www.fb.org/about/directory,https://www.fb.org/about/directory,https://www.fb.org/issues/,,https://www.opensecrets.org/orgs/american-farm-bureau/totals?id=D000021832,https://www.opensecrets.org/orgs/american-farm-bureau/totals?id=D000021832,https://www.opensecrets.org/orgs/american-farm-bureau/totals?id=D000021832,https://www.opensecrets.org/orgs/american-farm-bureau/totals?id=D000021832,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000021832,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000021832,,,,NA,,https://www.fb.org//,https://www.fb.org//,https://www.fb.org//
U.S. Chamber of Commerce,USCC,General,,https://www.uschamber.com/,https://www.uschamber.com/about/contact-us,,NA,https://www.uschamber.com/about/contact-us,NA,NA,NA,NA,NA,https://www.uschamber.com/,,https://www.opensecrets.org/orgs/us-chamber-of-commerce/totals?id=D000019798,https://www.opensecrets.org/orgs/us-chamber-of-commerce/totals?id=D000019798,https://www.opensecrets.org/orgs/us-chamber-of-commerce/totals?id=D000019798,https://www.opensecrets.org/orgs/us-chamber-of-commerce/totals?id=D000019798,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000019798,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000019798,,,,NA,,https://www.uschamber.com/,https://www.uschamber.com/,NA
American Automotive Policy Council,AAPC,Automóviles,,https://www.americanautomakers.org/,https://www.americanautomakers.org/about-aapc,,https://www.americanautomakers.org/about-aapc,https://www.americanautomakers.org/,https://www.americanautomakers.org/about-aapc,https://www.americanautomakers.org/about-aapc,https://www.americanautomakers.org/about-aapc,https://www.americanautomakers.org/about-aapc,NA,https://www.americanautomakers.org/,,https://www.opensecrets.org/orgs/american-automotive-policy-council/totals?id=D000046855,https://www.opensecrets.org/orgs/american-automotive-policy-council/totals?id=D000046855,https://www.opensecrets.org/orgs/american-automotive-policy-council/totals?id=D000046855,https://www.opensecrets.org/orgs/american-automotive-policy-council/totals?id=D000046855,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000046855,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000046855,,,,NA,,https://www.americanautomakers.org/,https://www.americanautomakers.org/,https://www.americanautomakers.org/
Autos Drive America,NA,Automóviles,,https://www.autosdriveamerica.org/,https://www.autosdriveamerica.org/about,,https://www.autosdriveamerica.org/about/our-members,https://www.autosdriveamerica.org/about/contact,https://www.autosdriveamerica.org/about/contact,https://www.autosdriveamerica.org/about/our-staff/edward-stewart,https://www.autosdriveamerica.org/about/our-staff/edward-stewart,NA,NA,,,NA,NA,NA,NA,https://www.opensecrets.org/federal-lobbying/clients/summary?id=D000073647,https://www.opensecrets.org/federal-lobbying/clients/summary?id=D000073647,,,,NA,,https://www.autosdriveamerica.org/,https://www.autosdriveamerica.org/,https://www.autosdriveamerica.org/
Motor & Equipment Manufacturers Association,MEMA,https://www.mema.org/about-us,,https://www.mema.org/,https://www.mema.org/about-us,,NA,https://www.mema.org/who-we-are/contact-us,https://www.mema.org/who-we-are/contact-us,NA,NA,NA,NA,,,https://www.opensecrets.org/political-action-committees-pacs/motor-equipment-manufacturers-assn/C00479964/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/motor-equipment-manufacturers-assn/C00479964/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/motor-equipment-manufacturers-assn/C00479964/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/motor-equipment-manufacturers-assn/C00479964/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000053979,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000053979,,,,NA,,NA,NA,NA
National Electrical Manufacturers Association,NEMA,https://www.nema.org/directory/products,,https://www.nema.org/,https://www.nema.org/about,,NA,https://www.nema.org/about/contact,https://www.nema.org/about/contact,https://www.nema.org/advocacy/contact-staff,https://www.nema.org/advocacy/contact-staff,https://www.nema.org/advocacy/nema-mexico,https://www.nema.org/advocacy/nema-mexico,https://www.nema.org/advocacy,,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/totals?id=D000027840,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/totals?id=D000027840,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/totals?id=D000027840,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/totals?id=D000027840,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/lobbying?id=D000027840,https://www.opensecrets.org/orgs/national-electrical-manufacturers-assn/lobbying?id=D000027840,,,,NA,,https://www.nema.org/,https://www.nema.org/,https://www.nema.org/
Consumer Technology Association,CES,https://www.cta.tech/Who-We-Are,,https://www.cta.tech/,https://www.cta.tech/Who-We-Are,,NA,https://www.cta.tech/,NA,NA,NA,NA,NA,https://www.cta.tech/,,https://www.opensecrets.org/political-action-committees-pacs/consumer-technology-assn/C00375048/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/consumer-technology-assn/C00375048/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/consumer-technology-assn/C00375048/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/consumer-technology-assn/C00375048/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2018&id=D000025122,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2018&id=D000025122,,,,NA,,https://www.cta.tech/,https://www.cta.tech/,NA
Association of Home Appliance Manufacturers,AHAM,https://www.aham.org/AHAM/What_We_Do/AHAM/What_We_Do/What_We_Do.aspx?hkey=f8c95b3b-af5e-4ff3-ab5a-2dca66fbdc18,,https://www.aham.org/,https://www.aham.org/AHAM/What_We_Do/AHAM/What_We_Do/What_We_Do.aspx?hkey=f8c95b3b-af5e-4ff3-ab5a-2dca66fbdc18,,NA,https://www.aham.org/,https://www.aham.org/,https://www.aham.org/AHAM/AHAM_Staff.aspx?WebsiteKey=c0a5e5a1-ea1c-42f1-9b84-d62256c16ea2,https://www.aham.org/AHAM/AHAM_Staff.aspx?WebsiteKey=c0a5e5a1-ea1c-42f1-9b84-d62256c16ea2,https://www.aham.org/AHAM/AHAM_Staff.aspx?WebsiteKey=c0a5e5a1-ea1c-42f1-9b84-d62256c16ea2,https://www.aham.org/AHAM/AHAM_Staff.aspx?WebsiteKey=c0a5e5a1-ea1c-42f1-9b84-d62256c16ea2,NA,,https://www.opensecrets.org/political-action-committees-pacs/association-of-home-appliance-manufactur/C00148536/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/association-of-home-appliance-manufactur/C00148536/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/association-of-home-appliance-manufactur/C00148536/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/association-of-home-appliance-manufactur/C00148536/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000024172,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000024172,,,,NA,,https://www.aham.org/,https://www.aham.org/,https://www.aham.org/
Truck Engine Manufacturers Association,EMA,http://www.truckandenginemanufacturers.org/,,http://www.truckandenginemanufacturers.org/,http://www.truckandenginemanufacturers.org/,,http://www.truckandenginemanufacturers.org/about/,http://www.truckandenginemanufacturers.org/contact/,http://www.truckandenginemanufacturers.org/contact/,http://www.truckandenginemanufacturers.org/members/contacts/staff.asp,http://www.truckandenginemanufacturers.org/members/contacts/staff.asp,http://www.truckandenginemanufacturers.org/members/contacts/staff.asp,NA,http://www.truckandenginemanufacturers.org/about/,,NO,NA,NA,NA,NA,NA,,,,NA,,NA,NA,NA
Semiconductor Industry Association,SIA,Semiconductores,,https://www.semiconductors.org/,https://www.semiconductors.org/about/mission/,,NA,https://www.semiconductors.org/,https://www.semiconductors.org/,https://www.semiconductors.org/about/staff/,https://www.semiconductors.org/about/staff/,https://www.semiconductors.org/about/staff/,NA,https://www.semiconductors.org/,,https://www.opensecrets.org/political-action-committees-pacs/semiconductor-industry-assn/C00613521/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/semiconductor-industry-assn/C00613521/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/semiconductor-industry-assn/C00613521/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/semiconductor-industry-assn/C00613521/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000056599,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000056599,,,,NA,,https://www.semiconductors.org/,https://www.semiconductors.org/,https://www.semiconductors.org/
Air Conditioning Heating and Refrigeration Institute,AHRI,https://www.ahrinet.org/home,,https://www.ahrinet.org/home,https://www.ahrinet.org/about-us,,https://www.ahrinet.org/about-us,https://www.ahrinet.org/home,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000046526,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000046526,,,,NA,,https://www.ahrinet.org/home,https://www.ahrinet.org/home,https://www.ahrinet.org/home
Advanced Medical Technology Association,Adva Med,https://www.advamed.org/about/,,https://www.advamed.org/,https://www.advamed.org/about/,,https://www.advamed.org/membership-join/,https://www.advamed.org/about/contact-us/,NA,NA,NA,NA,NA,https://www.advamed.org/industry-updates/policy-issues/,,https://www.opensecrets.org/orgs/advamed/totals?id=D000021807,https://www.opensecrets.org/orgs/advamed/totals?id=D000021807,https://www.opensecrets.org/orgs/advamed/totals?id=D000021807,https://www.opensecrets.org/orgs/advamed/totals?id=D000021807,https://www.opensecrets.org/orgs/advamed/summary?id=D000021807,https://www.opensecrets.org/orgs/advamed/summary?id=D000021807,,,,NA,,https://www.advamed.org/,https://www.advamed.org/,https://www.advamed.org/
National Council of Textile Organizations,NCTO,http://www.ncto.org/,,http://www.ncto.org/,http://www.ncto.org/about-ncto/mission-statement/,,NA,http://www.ncto.org/about-ncto/ncto-staff/,NA,http://www.ncto.org/contact/,http://www.ncto.org/contact/,http://www.ncto.org/contact/,http://www.ncto.org/contact/,http://www.ncto.org/policy-positions/,,https://www.opensecrets.org/political-action-committees-pacs/national-council-of-textile-orgs/C00405555/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/national-council-of-textile-orgs/C00405555/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/national-council-of-textile-orgs/C00405555/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/national-council-of-textile-orgs/C00405555/summary/2022,NA,NA,,,,NA,,http://www.ncto.org/,http://www.ncto.org/,NA
American Apparel & Footwear Association,AAFA,https://www.aafaglobal.org/AAFA/About/Members/AAFA/Directories/Membership_Directory.aspx?hkey=6d5d1e04-1c3f-4e84-a90a-403c61af0f48,,https://www.aafaglobal.org/,https://www.aafaglobal.org/AAFA/About/Who_We_Are/AAFA/About/Who_We_Are.aspx?hkey=14341662-827d-43ae-8a05-c2979af1933b,,https://www.aafaglobal.org/AAFA/About/Members/AAFA/Directories/Membership_Directory.aspx?hkey=6d5d1e04-1c3f-4e84-a90a-403c61af0f48,https://www.aafaglobal.org/,NA,https://www.aafaglobal.org/AAFA/About/Team.aspx,https://www.aafaglobal.org/AAFA/About/Team.aspx,https://www.aafaglobal.org/AAFA/About/Team.aspx,https://www.aafaglobal.org/AAFA/About/Team.aspx,https://www.aafaglobal.org/,,https://www.opensecrets.org/political-action-committees-pacs/C00338442/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/C00338442/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/C00338442/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/C00338442/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000023912,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000023912,,,,NA,,https://www.aafaglobal.org/,https://www.aafaglobal.org/,https://www.aafaglobal.org/
American Apparel Producers’ Network,AAPN,https://www.aapnetwork.net/about-aapn,,https://www.aapnetwork.net/,https://www.aapnetwork.net/about-aapn,,https://www.aapnetwork.net/about-aapn,https://www.aapnetwork.net/,NA,https://www.aapnetwork.net/aapnetwork-leadership,https://www.aapnetwork.net/aapnetwork-leadership,https://www.aapnetwork.net/aapnetwork-leadership,https://www.aapnetwork.net/aapnetwork-leadership,NA,,NO,NA,NA,NA,NA,NA,,,,NA,,https://www.aapnetwork.net/,https://www.aapnetwork.net/,NA
Information Technology Industry Council,ITI,Tecnologia,,https://www.itic.org/,https://www.itic.org/about/,,NA,https://www.itic.org/contact,https://www.itic.org/contact,https://www.itic.org/about/staff,https://www.itic.org/about/staff,NA,NA,https://www.itic.org/policy/,,https://www.opensecrets.org/orgs/information-technology-industry-council/totals?id=D000026619,https://www.opensecrets.org/orgs/information-technology-industry-council/totals?id=D000026619,https://www.opensecrets.org/orgs/information-technology-industry-council/totals?id=D000026619,https://www.opensecrets.org/orgs/information-technology-industry-council/totals?id=D000026619,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000026619,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000026619,,,,NA,,https://www.itic.org/,https://www.itic.org/,https://www.itic.org/
Fresh Produce Association of the Americas,FPAA,Mexican-grown fruits and vegetables,,https://www.freshfrommexico.com/,https://www.freshfrommexico.com/about/,,NA,https://www.freshfrommexico.com/contact/,https://www.freshfrommexico.com/contact/,https://www.freshfrommexico.com/team/#staff,https://www.freshfrommexico.com/team/#staff,https://www.freshfrommexico.com/team/#staff,NA,NA,,NO,NA,NA,NA,NA,NA,,,,NA,,https://www.freshfrommexico.com/,https://www.freshfrommexico.com/,NA
U.S Grain Council,USGC,https://grains.org/about/about-the-council/,,https://grains.org/,https://grains.org/about/about-the-council/,,https://grains.org/membership/about-usgc-membership/,https://grains.org/,https://grains.org/u-s-worldwide-offices/,https://grains.org/u-s-worldwide-offices/u-s-headquarters-office/,https://grains.org/u-s-worldwide-offices/u-s-headquarters-office/,https://grains.org/u-s-worldwide-offices/u-s-headquarters-office/,NA,https://grains.org/,,https://www.opensecrets.org/orgs/us-grains-council/totals?id=D000073399,https://www.opensecrets.org/orgs/us-grains-council/totals?id=D000073399,https://www.opensecrets.org/orgs/us-grains-council/totals?id=D000073399,https://www.opensecrets.org/orgs/us-grains-council/totals?id=D000073399,https://www.opensecrets.org/orgs/us-grains-council/summary?id=D000073399,https://www.opensecrets.org/orgs/us-grains-council/summary?id=D000073399,,,,NA,,https://grains.org/,https://grains.org/,https://grains.org/
U.S. Dairy Export Council,USDEC,https://www.usdec.org/about-us?_ga=2.13324919.1179357117.1657645084-1024166556.1657645084&userID=,,https://www.usdec.org/,https://www.usdec.org/about-us?_ga=2.13324919.1179357117.1657645084-1024166556.1657645084&userID=,,https://resources.usdec.org/About/members.cfm?_ga=2.128979852.1418604237.1658175963-1024166556.1657645084&RDtoken=48798&UserID=&refer=https%3a%2f%2fwww.usdec.org,https://www.usdec.org/about-us/contact-us,NA,https://www.usdec.org/about-us/our-staff,https://www.usdec.org/about-us/our-staff,NA,NA,NA,,NO,NA,NA,NA,NA,NA,,,,NA,,https://www.usdec.org/,NA,NA
National Pork Producers Council,NPPC,Puercos,,https://nppc.org/,https://nppc.org/,,NA,https://nppc.org/contact-us/,https://nppc.org/contact-us/,https://nppc.org/about-nppc/nppc-team/,https://nppc.org/about-nppc/nppc-team/,https://nppc.org/about-nppc/nppc-team/,NA,https://nppc.org/,,https://www.opensecrets.org/orgs/national-pork-producers-council/totals?id=D000000676,https://www.opensecrets.org/orgs/national-pork-producers-council/totals?id=D000000676,https://www.opensecrets.org/orgs/national-pork-producers-council/totals?id=D000000676,https://www.opensecrets.org/orgs/national-pork-producers-council/totals?id=D000000676,https://www.opensecrets.org/orgs/national-pork-producers-council/summary?id=D000000676,https://www.opensecrets.org/orgs/national-pork-producers-council/summary?id=D000000676,,,,NA,,https://nppc.org/,https://nppc.org/,https://nppc.org/
U.S Poultry and Egg Export Council,USAPEEC,Aves y huevos,,https://www.usapeec.org/,https://www.usapeec.org/aboutusapeec/,,NA,https://www.usapeec.org/,https://www.usapeec.org/,https://www.usapeec.org/aboutusapeec/headquartersstaff/,https://www.usapeec.org/aboutusapeec/headquartersstaff/,https://www.usapeec.org/aboutusapeec/headquartersstaff/,NA,NA,,NO,NA,NA,NA,NA,NA,,,,,,,,
Corn Refiners Association,CRA,https://corn.org/about-cra/,,https://corn.org/,https://corn.org/about-cra/,,https://corn.org/about-cra/,https://corn.org/about-cra/,NA,https://corn.org/about-cra/cra-staff-profiles/,https://corn.org/about-cra/cra-staff-profiles/,NA,NA,https://corn.org/policies/,,https://www.opensecrets.org/orgs/corn-refiners-assn/summary?id=D000049754,https://www.opensecrets.org/orgs/corn-refiners-assn/summary?id=D000049754,https://www.opensecrets.org/orgs/corn-refiners-assn/summary?id=D000049754,https://www.opensecrets.org/orgs/corn-refiners-assn/summary?id=D000049754,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000049754,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000049754,,,,https://corn.org/about-cra/,,https://corn.org/,https://corn.org/,NA
National Corn Growers Association,NCGA,https://www.ncga.com/about-ncga/who-we-are/mission-and-vision,,https://www.ncga.com/,https://www.ncga.com/about-ncga/who-we-are/mission-and-vision,,NA,https://www.ncga.com/,https://www.ncga.com/contact-us,https://www.ncga.com/about-ncga/our-team/ncga-staff,https://www.ncga.com/about-ncga/our-team/ncga-staff,https://www.ncga.com/about-ncga/our-team/ncga-staff,NA,https://www.ncga.com/,,https://www.opensecrets.org/orgs/national-corn-growers-assn/totals?id=D000027833,https://www.opensecrets.org/orgs/national-corn-growers-assn/totals?id=D000027833,https://www.opensecrets.org/orgs/national-corn-growers-assn/totals?id=D000027833,https://www.opensecrets.org/orgs/national-corn-growers-assn/totals?id=D000027833,https://www.opensecrets.org/orgs/national-corn-growers-assn/summary?id=D000027833,https://www.opensecrets.org/orgs/national-corn-growers-assn/summary?id=D000027833,,,,https://www.ncga.com/membership/join-ncga,,https://www.ncga.com/stay-informed/resources/website-directory,https://www.ncga.com/stay-informed/resources/website-directory,https://www.ncga.com/stay-informed/resources/website-directory
American Soybean Association,ASA,https://soygrowers.com/,,https://soygrowers.com/,https://soygrowers.com/,,https://soygrowers.com/,https://soygrowers.com/,https://soygrowers.com/contact/,https://soygrowers.com/about/asa-staff/,https://soygrowers.com/about/asa-staff/,https://soygrowers.com/about/asa-staff/,https://soygrowers.com/about/asa-staff/,https://soygrowers.com/key-issues-initiatives/key-issues/,,https://www.opensecrets.org/political-action-committees-pacs/american-soybean-assn/C00408468/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/american-soybean-assn/C00408468/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/american-soybean-assn/C00408468/summary/2022,https://www.opensecrets.org/political-action-committees-pacs/american-soybean-assn/C00408468/summary/2022,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000024019,https://www.opensecrets.org/federal-lobbying/clients/summary?cycle=2022&id=D000024019,,,,https://soygrowers.com/states-membership/state-affiliates/,,https://soygrowers.com/,https://soygrowers.com/,https://soygrowers.com/
U.S. Wheat Associates,USW,https://www.uswheat.org/about-usw/,,https://www.uswheat.org/,https://www.uswheat.org/about-usw/,,NA,https://www.uswheat.org/officelocations/,https://www.uswheat.org/staff-directory/,https://www.uswheat.org/staff-directory/,https://www.uswheat.org/staff-directory/,https://www.uswheat.org/staff-directory/,https://www.uswheat.org/staff-directory/,https://www.uswheat.org/policy/,,NO,NA,NA,NA,NA,NA,,,,https://www.uswheat.org/who-we-represent/state-wheat-commissions/,,https://www.uswheat.org/,https://www.uswheat.org/,NA
Mexican Hass Avocado Importers Association,MHAIA,,,https://mhaia.org/,,,,,,,,,,,,NO,NA,NA,NA,NA,NA,,,,,,,,
National Cattlemen’s Beef Association,NCBA,Beef,,https://www.ncba.org/,https://www.ncba.org/about,,NA,https://www.ncba.org/about,NA,NA,NA,NA,NA,NA,,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,https://www.opensecrets.org/orgs/national-cattlemen-s-beef-assn/summary?id=D000000252,,,,NA,,https://www.ncba.org/,https://www.ncba.org/,https://www.ncba.org/
U.S. Meat Export Federation,USMEF,https://www.usmef.org/about-usmef/faq/,,https://www.usmef.org/,https://www.usmef.org/about-usmef/faq/,,https://www.usmef.org/about-usmef/membership/usmef-members/,https://www.usmef.org/,https://www.usmef.org/,https://www.usmef.org/usmef-statistics-and-trade-access/staff/,https://www.usmef.org/usmef-statistics-and-trade-access/staff/,https://www.usmef.org/usmef-statistics-and-trade-access/staff/,NA,NA,,NA,NA,NA,NA,NA,NA,,,,NA,,https://www.usmef.org/,https://www.usmef.org/,https://www.usmef.org/
Avocados from Mexico,AFM,Avocado,,https://avocadosfrommexico.com//,,,NA,https://avocadosfrommexico.com/about/,https://avocadosfrommexico.com/about/,https://avocadosfrommexico.com/shopper/why-choose-afm/contact-us/,https://avocadosfrommexico.com/shopper/why-choose-afm/contact-us/,https://avocadosfrommexico.com/shopper/why-choose-afm/contact-us/,NA,NA,,NO,NA,NA,NA,NA,NA,,,,NA,,https://avocadosfrommexico.com/,https://avocadosfrommexico.com/,https://avocadosfrommexico.com/
NASCO Network,NASCO,,,https://www.nasconetwork.com/,https://www.nasconetwork.com/,,NA,https://www.nasconetwork.com/contact-us/,https://www.nasconetwork.com/contact-us/,https://www.nasconetwork.com/contact-us/,https://www.nasconetwork.com/contact-us/,NA,https://www.nasconetwork.com/contact-us/,https://www.nasconetwork.com/about/,,NO,NA,NA,NA,NA,NA,,,,NA,,https://www.nasconetwork.com/,NA,NA
Greater Houston Chamber of Commerce,NA,General,,https://www.greaterhoustonchamber.com/,,,NA,https://www.greaterhoustonchamber.com/,https://www.greaterhoustonchamber.com/,NA,NA,NA,NA,NA,,NO,NA,NA,NA,NA,NA,,,,https://www.greaterhoustonchamber.com/,,NA,NA,NA
Seattle Metropolitan Chamber of Commerce,NA,General,,https://www.seattlechamber.com/,https://www.seattlechamber.com/,,https://www.seattlechamber.com/membership/,https://www.seattlechamber.com/,NA,NA,NA,NA,NA,https://www.seattlechamber.com/pages/advocacy/,,NO,NA,NA,NA,NA,NA,,,,https://www.seattlechamber.com/,,https://www.seattlechamber.com/,https://www.seattlechamber.com/,https://www.seattlechamber.com/
